0,1,2,output
1,44,1,0
44,1,0,350
1,0,350,895
0,350,895,253
350,895,253,3
895,253,3,127
253,3,127,5
3,127,5,38
127,5,38,5841
5,38,5841,107
38,5841,107,42
5841,107,42,30
107,42,30,114
42,30,114,3
30,114,3,0
114,3,0,2399
3,0,2399,218
0,2399,218,44
2399,218,44,108
218,44,108,1810
44,108,1810,2982
108,1810,2982,263
1810,2982,263,3638
2982,263,3638,38
263,3638,38,1433
3638,38,1433,4
38,1433,4,142
1433,4,142,734
4,142,734,491
142,734,491,82
734,491,82,38
491,82,38,4012
82,38,4012,1
38,4012,1,36
4012,1,36,147
1,36,147,2773
36,147,2773,2
147,2773,2,144
2773,2,144,627
2,144,627,4902
144,627,4902,21
627,4902,21,110
4902,21,110,4885
21,110,4885,0
110,4885,0,156
4885,0,156,4331
0,156,4331,38
156,4331,38,1991
4331,38,1991,10029
38,1991,10029,33
1991,10029,33,54
10029,33,54,0
33,54,0,1433
54,0,1433,82
0,1433,82,108
1433,82,108,221
82,108,221,156
108,221,156,240
221,156,240,352
156,240,352,2405
240,352,2405,95
352,2405,95,2111
2405,95,2111,722
95,2111,722,78
2111,722,78,383
722,78,383,1698
78,383,1698,3
383,1698,3,204
1698,3,204,104
3,204,104,42
204,104,42,176
104,42,176,101
42,176,101,4822
176,101,4822,376
101,4822,376,0
4822,376,0,147
376,0,147,7
0,147,7,717
147,7,717,587
7,717,587,395
717,587,395,412
587,395,412,1
395,412,1,30
412,1,30,201
1,30,201,0
30,201,0,218
201,0,218,197
0,218,197,352
218,197,352,1
197,352,1,271
352,1,271,108
1,271,108,1245
271,108,1245,0
108,1245,0,312
1245,0,312,276
0,312,276,66
312,276,66,2
276,66,2,582
66,2,582,831
2,582,831,67
582,831,67,17
831,67,17,2
67,17,2,4393
17,2,4393,350
2,4393,350,78
4393,350,78,31
350,78,31,3
78,31,3,1579
31,3,1579,2
3,1579,2,849
1579,2,849,11
2,849,11,43
849,11,43,31
11,43,31,62
43,31,62,2501
31,62,2501,17
62,2501,17,40
2501,17,40,10034
17,40,10034,89
40,10034,89,14
10034,89,14,102
89,14,102,276
14,102,276,66
102,276,66,3
276,66,3,2010
66,3,2010,0
3,2010,0,1448
2010,0,1448,804
0,1448,804,1
1448,804,1,3085
804,1,3085,0
1,3085,0,4666
3085,0,4666,35
0,4666,35,4
4666,35,4,9
35,4,9,77
4,9,77,61
9,77,61,253
77,61,253,210
61,253,210,13
253,210,13,1167
210,13,1167,1189
13,1167,1189,1
1167,1189,1,115
1189,1,115,17
1,115,17,37
115,17,37,8
17,37,8,893
37,8,893,0
8,893,0,74
893,0,74,3
0,74,3,0
74,3,0,2308
3,0,2308,5864
0,2308,5864,0
2308,5864,0,1167
5864,0,1167,1189
0,1167,1189,740
1167,1189,740,82
1189,740,82,142
740,82,142,77
82,142,77,38
142,77,38,16
77,38,16,97
38,16,97,3669
16,97,3669,3
97,3669,3,2206
3669,3,2206,0
3,2206,0,1189
2206,0,1189,135
0,1189,135,41
1189,135,41,0
135,41,0,3005
41,0,3005,108
0,3005,108,893
3005,108,893,0
108,893,0,74
893,0,74,3
0,74,3,0
74,3,0,2143
3,0,2143,9409
0,2143,9409,962
2143,9409,962,0
9409,962,0,159
962,0,159,2009
0,159,2009,197
159,2009,197,42
2009,197,42,46
197,42,46,354
42,46,354,0
46,354,0,80
354,0,80,159
0,80,159,3
80,159,3,0
159,3,0,6043
3,0,6043,804
0,6043,804,0
6043,804,0,255
804,0,255,2418
0,255,2418,28
255,2418,28,20
2418,28,20,0
28,20,0,159
20,0,159,916
0,159,916,353
159,916,353,1
916,353,1,372
353,1,372,624
1,372,624,410
372,624,410,6133
624,410,6133,449
410,6133,449,42
6133,449,42,44
449,42,44,43
42,44,43,27
44,43,27,39
43,27,39,75
27,39,75,5787
39,75,5787,266
75,5787,266,42
5787,266,42,458
266,42,458,15
42,458,15,2439
458,15,2439,7
15,2439,7,40
2439,7,40,601
7,40,601,30
40,601,30,22
601,30,22,6159
30,22,6159,0
22,6159,0,782
6159,0,782,35
0,782,35,1292
782,35,1292,14
35,1292,14,36
1292,14,36,2
14,36,2,147
36,2,147,22
2,147,22,62
147,22,62,679
22,62,679,4020
62,679,4020,0
679,4020,0,147
4020,0,147,10
0,147,10,2065
147,10,2065,14
10,2065,14,4652
2065,14,4652,80
14,4652,80,32
4652,80,32,5481
80,32,5481,5
32,5481,5,22
5481,5,22,62
5,22,62,1437
22,62,1437,104
62,1437,104,6219
1437,104,6219,21
104,6219,21,10058
6219,21,10058,1351
21,10058,1351,3
10058,1351,3,836
1351,3,836,3
3,836,3,0
836,3,0,804
3,0,804,499
0,804,499,1
804,499,1,505
499,1,505,96
1,505,96,17
505,96,17,2
96,17,2,4735
17,2,4735,57
2,4735,57,24
4735,57,24,3078
57,24,3078,1007
24,3078,1007,1
3078,1007,1,186
1007,1,186,21
1,186,21,8833
186,21,8833,24
21,8833,24,2008
8833,24,2008,9702
24,2008,9702,269
2008,9702,269,79
9702,269,79,83
269,79,83,424
79,83,424,4
83,424,4,92
424,4,92,0
4,92,0,162
92,0,162,58
0,162,58,13
162,58,13,145
58,13,145,70
13,145,70,1465
145,70,1465,79
70,1465,79,25
1465,79,25,108
79,25,108,47
25,108,47,29
108,47,29,64
47,29,64,44
29,64,44,11
64,44,11,19
44,11,19,227
11,19,227,7
19,227,7,0
227,7,0,437
7,0,437,218
0,437,218,352
437,218,352,1
218,352,1,682
352,1,682,334
1,682,334,72
682,334,72,1990
334,72,1990,29
72,1990,29,56
1990,29,56,127
29,56,127,5
56,127,5,25
127,5,25,638
5,25,638,8020
25,638,8020,14
638,8020,14,78
8020,14,78,115
14,78,115,7
78,115,7,7687
115,7,7687,45
7,7687,45,2
7687,45,2,4863
45,2,4863,7959
2,4863,7959,47
4863,7959,47,93
7959,47,93,4
47,93,4,0
93,4,0,452
4,0,452,489
0,452,489,1058
452,489,1058,79
489,1058,79,78
1058,79,78,27
79,78,27,2
78,27,2,1059
27,2,1059,3728
2,1059,3728,14
1059,3728,14,133
3728,14,133,5
14,133,5,70
133,5,70,27
5,70,27,249
70,27,249,11
27,249,11,74
249,11,74,34
11,74,34,19
74,34,19,45
34,19,45,850
19,45,850,1
45,850,1,83
850,1,83,4
1,83,4,79
83,4,79,190
4,79,190,416
79,190,416,12
190,416,12,128
416,12,128,2504
12,128,2504,91
128,2504,91,7
2504,91,7,2
91,7,2,4166
7,2,4166,737
2,4166,737,83
4166,737,83,4
737,83,4,79
83,4,79,61
4,79,61,2211
79,61,2211,25
61,2211,25,352
2211,25,352,14
25,352,14,282
352,14,282,87
14,282,87,108
282,87,108,29
87,108,29,56
108,29,56,127
29,56,127,5
56,127,5,17
127,5,17,1932
5,17,1932,78
17,1932,78,16
1932,78,16,27
78,16,27,253
16,27,253,3
27,253,3,115
253,3,115,7
3,115,7,629
115,7,629,728
7,629,728,680
629,728,680,7
728,680,7,0
680,7,0,250
7,0,250,14
0,250,14,78
250,14,78,127
14,78,127,5
78,127,5,3
127,5,3,145
5,3,145,103
3,145,103,172
145,103,172,597
103,172,597,108
172,597,108,47
597,108,47,29
108,47,29,56
47,29,56,680
29,56,680,366
56,680,366,1359
680,366,1359,6
366,1359,6,90
1359,6,90,6
6,90,6,56
90,6,56,7788
6,56,7788,0
56,7788,0,312
7788,0,312,30
0,312,30,137
312,30,137,3
30,137,3,0
137,3,0,1008
3,0,1008,1
0,1008,1,682
1008,1,682,114
1,682,114,58
682,114,58,3
114,58,3,12
58,3,12,551
3,12,551,218
12,551,218,193
551,218,193,75
218,193,75,0
193,75,0,89
75,0,89,7686
0,89,7686,13
89,7686,13,34
7686,13,34,69
13,34,69,1233
34,69,1233,150
69,1233,150,0
1233,150,0,1213
150,0,1213,4
0,1213,4,145
1213,4,145,7724
4,145,7724,2
145,7724,2,9020
7724,2,9020,2827
2,9020,2827,46
9020,2827,46,3238
2827,46,3238,1072
46,3238,1072,121
3238,1072,121,0
1072,121,0,1351
121,0,1351,13
0,1351,13,0
1351,13,0,1448
13,0,1448,804
0,1448,804,32
1448,804,32,86
804,32,86,30
32,86,30,22
86,30,22,1168
30,22,1168,0
22,1168,0,9282
1168,0,9282,9576
0,9282,9576,3449
9282,9576,3449,48
9576,3449,48,159
3449,48,159,1
48,159,1,0
159,1,0,255
1,0,255,13
0,255,13,0
255,13,0,804
13,0,804,499
0,804,499,2418
804,499,2418,28
499,2418,28,96
2418,28,96,0
28,96,0,1031
96,0,1031,30
0,1031,30,22
1031,30,22,1533
30,22,1533,52
22,1533,52,0
1533,52,0,1351
52,0,1351,5
0,1351,5,22
1351,5,22,62
5,22,62,1134
22,62,1134,1
62,1134,1,5
1134,1,5,512
1,5,512,0
5,512,0,823
512,0,823,4
0,823,4,156
823,4,156,75
4,156,75,350
156,75,350,895
75,350,895,46
350,895,46,20
895,46,20,30
46,20,30,1672
20,30,1672,3
30,1672,3,595
1672,3,595,0
3,595,0,89
595,0,89,52
0,89,52,0
89,52,0,1211
52,0,1211,352
0,1211,352,4258
1211,352,4258,96
352,4258,96,0
4258,96,0,3218
96,0,3218,184
0,3218,184,28
3218,184,28,2
184,28,2,3145
28,2,3145,452
2,3145,452,89
3145,452,89,380
452,89,380,41
89,380,41,629
380,41,629,448
41,629,448,104
629,448,104,79
448,104,79,108
104,79,108,1630
79,108,1630,3
108,1630,3,0
1630,3,0,3218
3,0,3218,1
0,3218,1,731
3218,1,731,96
1,731,96,187
731,96,187,3
96,187,3,0
187,3,0,201
3,0,201,2
0,201,2,1884
201,2,1884,4529
2,1884,4529,1712
1884,4529,1712,7
4529,1712,7,0
1712,7,0,651
7,0,651,10
0,651,10,0
651,10,0,809
10,0,809,1695
0,809,1695,4
809,1695,4,2
1695,4,2,171
4,2,171,89
2,171,89,1138
171,89,1138,2907
89,1138,2907,63
1138,2907,63,0
2907,63,0,550
63,0,550,2469
0,550,2469,5
550,2469,5,108
2469,5,108,186
5,108,186,11
108,186,11,5
186,11,5,10
11,5,10,40
5,10,40,2560
10,40,2560,1366
40,2560,1366,744
2560,1366,744,66
1366,744,66,2533
744,66,2533,25
66,2533,25,352
2533,25,352,6
25,352,6,125
352,6,125,30
6,125,30,43
125,30,43,57
30,43,57,29
43,57,29,113
57,29,113,666
29,113,666,7
113,666,7,18
666,7,18,4041
7,18,4041,311
18,4041,311,4371
4041,311,4371,58
311,4371,58,3
4371,58,3,27
58,3,27,13
3,27,13,0
27,13,0,7721
13,0,7721,15
0,7721,15,79
7721,15,79,392
15,79,392,682
79,392,682,25
392,682,25,108
682,25,108,276
25,108,276,66
108,276,66,3
276,66,3,99
66,3,99,47
3,99,47,8
99,47,8,56
47,8,56,313
8,56,313,79
56,313,79,71
313,79,71,3809
79,71,3809,133
71,3809,133,233
3809,133,233,83
133,233,83,74
233,83,74,3
83,74,3,516
74,3,516,41
3,516,41,11
516,41,11,551
41,11,551,352
11,551,352,2418
551,352,2418,91
352,2418,91,1
2418,91,1,376
91,1,376,98
1,376,98,7
376,98,7,434
98,7,434,19
7,434,19,41
434,19,41,24
19,41,24,221
41,24,221,1366
24,221,1366,104
221,1366,104,79
1366,104,79,25
104,79,25,108
79,25,108,12
25,108,12,160
108,12,160,1394
12,160,1394,1151
160,1394,1151,45
1394,1151,45,29
1151,45,29,182
45,29,182,64
29,182,64,3
182,64,3,1359
64,3,1359,497
3,1359,497,682
1359,497,682,106
497,682,106,88
682,106,88,41
106,88,41,11
88,41,11,192
41,11,192,9212
11,192,9212,4
192,9212,4,12
9212,4,12,376
4,12,376,114
12,376,114,433
376,114,433,1
114,433,1,411
433,1,411,30
1,411,30,784
411,30,784,15
30,784,15,0
784,15,0,192
15,0,192,1242
0,192,1242,57
192,1242,57,8
1242,57,8,98
57,8,98,7
8,98,7,108
98,7,108,3892
7,108,3892,3
108,3892,3,0
3892,3,0,3218
3,0,3218,131
0,3218,131,2
3218,131,2,204
131,2,204,682
2,204,682,2456
204,682,2456,96
682,2456,96,0
2456,96,0,6565
96,0,6565,17
0,6565,17,12
6565,17,12,1235
17,12,1235,4307
12,1235,4307,620
1235,4307,620,16
4307,620,16,99
620,16,99,2
16,99,2,118
99,2,118,8
2,118,8,2845
118,8,2845,78
8,2845,78,48
2845,78,48,2
78,48,2,452
48,2,452,1366
2,452,1366,7012
452,1366,7012,3
1366,7012,3,0
7012,3,0,2920
3,0,2920,649
0,2920,649,112
2920,649,112,3
649,112,3,27
112,3,27,366
3,27,366,172
27,366,172,3
366,172,3,839
172,3,839,79
3,839,79,71
839,79,71,7
79,71,7,54
71,7,54,156
7,54,156,320
54,156,320,156
156,320,156,320
320,156,320,9
156,320,9,141
320,9,141,682
9,141,682,2006
141,682,2006,12
682,2006,12,124
2006,12,124,92
12,124,92,366
124,92,366,29
92,366,29,3
366,29,3,145
29,3,145,9
3,145,9,50
145,9,50,127
9,50,127,5
50,127,5,7
127,5,7,416
5,7,416,1632
7,416,1632,108
416,1632,108,1482
1632,108,1482,11
108,1482,11,5985
1482,11,5985,839
11,5985,839,71
5985,839,71,0
839,71,0,1632
71,0,1632,20
0,1632,20,544
1632,20,544,20
20,544,20,5
544,20,5,70
20,5,70,0
5,70,0,89
70,0,89,2
0,89,2,310
89,2,310,6348
2,310,6348,47
310,6348,47,30
6348,47,30,56
47,30,56,796
30,56,796,9
56,796,9,25
796,9,25,682
9,25,682,83
25,682,83,4
682,83,4,79
83,4,79,190
4,79,190,416
79,190,416,11
190,416,11,0
416,11,0,312
11,0,312,258
0,312,258,428
312,258,428,620
258,428,620,16
428,620,16,615
620,16,615,11
16,615,11,121
615,11,121,638
11,121,638,25
121,638,25,352
638,25,352,2286
25,352,2286,33
352,2286,33,29
2286,33,29,111
33,29,111,3
29,111,3,59
111,3,59,19
3,59,19,1744
59,19,1744,9
19,1744,9,56
1744,9,56,9310
9,56,9310,41
56,9310,41,11
9310,41,11,551
41,11,551,55
11,551,55,29
551,55,29,56
55,29,56,1105
29,56,1105,11
56,1105,11,1366
1105,11,1366,6284
11,1366,6284,3
1366,6284,3,145
6284,3,145,16
3,145,16,2
145,16,2,118
16,2,118,6
2,118,6,56
118,6,56,23
6,56,23,25
56,23,25,0
23,25,0,1005
25,0,1005,1242
0,1005,1242,276
1005,1242,276,80
1242,276,80,36
276,80,36,313
80,36,313,4
36,313,4,1325
313,4,1325,407
4,1325,407,581
1325,407,581,43
407,581,43,839
581,43,839,79
43,839,79,35
839,79,35,68
79,35,68,416
35,68,416,651
68,416,651,14
416,651,14,6
651,14,6,56
14,6,56,23
6,56,23,88
56,23,88,20
23,88,20,146
88,20,146,33
20,146,33,123
146,33,123,0
33,123,0,192
123,0,192,1242
0,192,1242,936
192,1242,936,42
1242,936,42,96
936,42,96,12
42,96,12,1235
96,12,1235,84
12,1235,84,0
1235,84,0,312
84,0,312,4
0,312,4,272
312,4,272,131
4,272,131,0
272,131,0,1632
131,0,1632,1
0,1632,1,127
1632,1,127,15
1,127,15,145
127,15,145,176
15,145,176,1466
145,176,1466,76
176,1466,76,13
1466,76,13,0
76,13,0,89
13,0,89,1
0,89,1,3138
89,1,3138,53
1,3138,53,944
3138,53,944,109
53,944,109,153
944,109,153,6
109,153,6,56
153,6,56,1610
6,56,1610,0
56,1610,0,130
1610,0,130,2605
0,130,2605,15
130,2605,15,2575
2605,15,2575,1
15,2575,1,46
2575,1,46,116
1,46,116,17
46,116,17,36
116,17,36,888
17,36,888,6
36,888,6,90
888,6,90,6
6,90,6,56
90,6,56,6102
6,56,6102,0
56,6102,0,1366
6102,0,1366,157
0,1366,157,9
1366,157,9,64
157,9,64,132
9,64,132,3163
64,132,3163,66
132,3163,66,3
3163,66,3,127
66,3,127,2
3,127,2,3109
127,2,3109,109
2,3109,109,192
3109,109,192,1
109,192,1,6
192,1,6,113
1,6,113,111
6,113,111,93
113,111,93,4
111,93,4,34
93,4,34,3
4,34,3,747
34,3,747,17
3,747,17,352
747,17,352,1136
17,352,1136,638
352,1136,638,9
1136,638,9,192
638,9,192,1385
9,192,1385,6335
192,1385,6335,161
1385,6335,161,47
6335,161,47,6
161,47,6,3367
47,6,3367,15
6,3367,15,33
3367,15,33,6
15,33,6,81
33,6,81,25
6,81,25,14
81,25,14,120
25,14,120,87
14,120,87,103
120,87,103,2
87,103,2,339
103,2,339,332
2,339,332,80
339,332,80,176
332,80,176,27
80,176,27,0
176,27,0,36
27,0,36,3
0,36,3,557
36,3,557,23
3,557,23,9
557,23,9,59
23,9,59,92
9,59,92,3
59,92,3,3327
92,3,3327,0
3,3327,0,551
3327,0,551,1
0,551,1,0
551,1,0,819
1,0,819,3
0,819,3,127
819,3,127,2
3,127,2,619
127,2,619,28
2,619,28,4
619,28,4,42
28,4,42,221
4,42,221,682
42,221,682,39
221,682,39,213
682,39,213,352
39,213,352,682
213,352,682,420
352,682,420,728
682,420,728,248
420,728,248,6
728,248,6,112
248,6,112,3
6,112,3,166
112,3,166,9
3,166,9,55
166,9,55,9
9,55,9,99
55,9,99,9
9,99,9,155
99,9,155,27
9,155,27,0
155,27,0,36
27,0,36,3
0,36,3,9419
36,3,9419,352
3,9419,352,1598
9419,352,1598,0
352,1598,0,192
1598,0,192,409
0,192,409,148
192,409,148,1
409,148,1,4358
148,1,4358,5
1,4358,5,9
4358,5,9,1745
5,9,1745,8
9,1745,8,25
1745,8,25,9
8,25,9,192
25,9,192,2682
9,192,2682,44
192,2682,44,10
2682,44,10,582
44,10,582,3335
10,582,3335,7
582,3335,7,12
3335,7,12,128
7,12,128,46
12,128,46,27
128,46,27,91
46,27,91,17
27,91,17,9
91,17,9,25
17,9,25,0
9,25,0,1005
25,0,1005,1242
0,1005,1242,265
1005,1242,265,16
1242,265,16,2
265,16,2,550
16,2,550,3
2,550,3,2309
550,3,2309,232
3,2309,232,60
2309,232,60,2894
232,60,2894,4
60,2894,4,9
2894,4,9,52
4,9,52,0
9,52,0,2605
52,0,2605,2879
0,2605,2879,0
2605,2879,0,138
2879,0,138,1
0,138,1,0
138,1,0,2944
1,0,2944,176
0,2944,176,16
2944,176,16,31
176,16,31,51
16,31,51,89
31,51,89,3563
51,89,3563,41
89,3563,41,17
3563,41,17,2228
41,17,2228,209
17,2228,209,11
2228,209,11,169
209,11,169,5942
11,169,5942,51
169,5942,51,2472
5942,51,2472,1
51,2472,1,2061
2472,1,2061,0
1,2061,0,192
2061,0,192,60
0,192,60,135
192,60,135,12
60,135,12,74
135,12,74,58
12,74,58,3
74,58,3,0
58,3,0,551
3,0,551,218
0,551,218,4167
551,218,4167,3
218,4167,3,173
4167,3,173,84
3,173,84,990
173,84,990,108
84,990,108,334
990,108,334,0
108,334,0,689
334,0,689,3
0,689,3,3306
689,3,3306,89
3,3306,89,1
3306,89,1,293
89,1,293,1722
1,293,1722,303
293,1722,303,232
1722,303,232,575
303,232,575,1700
232,575,1700,10
575,1700,10,470
1700,10,470,0
10,470,0,1632
470,0,1632,682
0,1632,682,22
1632,682,22,630
682,22,630,12
22,630,12,180
630,12,180,17
12,180,17,0
180,17,0,551
17,0,551,1
0,551,1,10
551,1,10,58
1,10,58,7
10,58,7,0
58,7,0,437
7,0,437,218
0,437,218,359
437,218,359,15
218,359,15,0
359,15,0,1632
15,0,1632,3
0,1632,3,1539
1632,3,1539,91
3,1539,91,20
1539,91,20,5
91,20,5,85
20,5,85,55
5,85,55,8
85,55,8,1496
55,8,1496,46
8,1496,46,137
1496,46,137,3
46,137,3,0
137,3,0,1008
3,0,1008,507
0,1008,507,20
1008,507,20,0
507,20,0,1632
20,0,1632,1817
0,1632,1817,132
1632,1817,132,13
1817,132,13,48
132,13,48,1544
13,48,1544,888
48,1544,888,3757
1544,888,3757,30
888,3757,30,50
3757,30,50,99
30,50,99,0
50,99,0,192
99,0,192,60
0,192,60,7793
192,60,7793,0
60,7793,0,175
7793,0,175,89
0,175,89,55
175,89,55,20
89,55,20,3
55,20,3,230
20,3,230,5
3,230,5,222
230,5,222,266
5,222,266,42
222,266,42,1
266,42,1,0
42,1,0,1366
1,0,1366,40
0,1366,40,601
1366,40,601,227
40,601,227,57
601,227,57,30
227,57,30,38
57,30,38,293
30,38,293,2
38,293,2,441
293,2,441,518
2,441,518,482
441,518,482,4
518,482,4,145
482,4,145,682
4,145,682,610
145,682,610,41
682,610,41,2
610,41,2,6697
41,2,6697,6119
2,6697,6119,9569
6697,6119,9569,4697
6119,9569,4697,30
9569,4697,30,431
4697,30,431,0
30,431,0,6244
431,0,6244,9338
0,6244,9338,4
6244,9338,4,181
9338,4,181,11
4,181,11,10
181,11,10,0
11,10,0,89
10,0,89,17
0,89,17,682
89,17,682,13
17,682,13,5
682,13,5,46
13,5,46,107
5,46,107,48
46,107,48,328
107,48,328,98
48,328,98,0
328,98,0,452
98,0,452,1366
0,452,1366,9431
452,1366,9431,7
1366,9431,7,150
9431,7,150,5
7,150,5,3
150,5,3,127
5,3,127,0
3,127,0,3506
127,0,3506,5
0,3506,5,10
3506,5,10,4458
5,10,4458,2
10,4458,2,518
4458,2,518,482
2,518,482,32
518,482,32,0
482,32,0,6205
32,0,6205,89
0,6205,89,1594
6205,89,1594,5
89,1594,5,714
1594,5,714,1362
5,714,1362,46
714,1362,46,3735
1362,46,3735,7
46,3735,7,67
3735,7,67,5
7,67,5,10
67,5,10,80
5,10,80,2
10,80,2,205
80,2,205,482
2,205,482,132
205,482,132,1
482,132,1,18
132,1,18,34
1,18,34,806
18,34,806,261
34,806,261,9339
806,261,9339,199
261,9339,199,3
9339,199,3,7874
199,3,7874,30
3,7874,30,66
7874,30,66,26
30,66,26,352
66,26,352,25
26,352,25,1206
352,25,1206,271
25,1206,271,3462
1206,271,3462,3697
271,3462,3697,7
3462,3697,7,12
3697,7,12,128
7,12,128,37
12,128,37,6
128,37,6,219
37,6,219,31
6,219,31,62
219,31,62,0
31,62,0,36
62,0,36,3
0,36,3,557
36,3,557,6
3,557,6,43
557,6,43,3153
6,43,3153,42
43,3153,42,372
3153,42,372,28
42,372,28,7
372,28,7,171
28,7,171,2
7,171,2,1001
171,2,1001,3838
2,1001,3838,1887
1001,3838,1887,2
3838,1887,2,3838
1887,2,3838,4
2,3838,4,7321
3838,4,7321,181
4,7321,181,11
7321,181,11,5378
181,11,5378,17
11,5378,17,9686
5378,17,9686,8720
17,9686,8720,157
9686,8720,157,5
8720,157,5,199
157,5,199,3
5,199,3,6429
199,3,6429,35
3,6429,35,171
6429,35,171,7
35,171,7,0
171,7,0,660
7,0,660,4
0,660,4,0
660,4,0,95
4,0,95,489
0,95,489,0
95,489,0,809
489,0,809,4574
0,809,4574,8465
809,4574,8465,746
4574,8465,746,861
8465,746,861,1033
746,861,1033,44
861,1033,44,7
1033,44,7,0
44,7,0,7095
7,0,7095,40
0,7095,40,1144
7095,40,1144,46
40,1144,46,5
1144,46,5,10
46,5,10,419
5,10,419,7
10,419,7,48
419,7,48,214
7,48,214,10
48,214,10,80
214,10,80,2
10,80,2,1198
80,2,1198,2655
2,1198,2655,4
1198,2655,4,1179
2655,4,1179,0
4,1179,0,1832
1179,0,1832,1
0,1832,1,4460
1832,1,4460,1767
1,4460,1767,11
4460,1767,11,38
1767,11,38,35
11,38,35,11
38,35,11,835
35,11,835,4
11,835,4,95
835,4,95,1591
4,95,1591,171
95,1591,171,489
1591,171,489,8
171,489,8,6160
489,8,6160,0
8,6160,0,551
6160,0,551,25
0,551,25,108
551,25,108,8
25,108,8,137
108,8,137,173
8,137,173,52
137,173,52,40
173,52,40,746
52,40,746,861
40,746,861,1206
746,861,1206,25
861,1206,25,271
1206,25,271,12
25,271,12,128
271,12,128,4631
12,128,4631,4173
128,4631,4173,1206
4631,4173,1206,3404
4173,1206,3404,8
1206,3404,8,137
3404,8,137,1
8,137,1,2361
137,1,2361,1759
1,2361,1759,124
2361,1759,124,20
1759,124,20,24
124,20,24,213
20,24,213,3
24,213,3,9270
213,3,9270,271
3,9270,271,8615
9270,271,8615,814
271,8615,814,0
8615,814,0,527
814,0,527,1959
0,527,1959,4
527,1959,4,0
1959,4,0,1438
4,0,1438,41
0,1438,41,15
1438,41,15,35
41,15,35,3
15,35,3,99
35,3,99,6
3,99,6,31
99,6,31,51
6,31,51,773
31,51,773,7
51,773,7,0
773,7,0,533
7,0,533,19
0,533,19,5
533,19,5,16
19,5,16,8100
5,16,8100,1150
16,8100,1150,376
8100,1150,376,2901
1150,376,2901,0
376,2901,0,175
2901,0,175,3207
0,175,3207,87
175,3207,87,13
3207,87,13,0
87,13,0,442
13,0,442,1
0,442,1,7211
442,1,7211,26
1,7211,26,533
7211,26,533,1
26,533,1,3342
533,1,3342,48
1,3342,48,791
3342,48,791,9
48,791,9,175
791,9,175,7522
9,175,7522,24
175,7522,24,25
7522,24,25,0
24,25,0,3940
25,0,3940,773
0,3940,773,257
3940,773,257,222
773,257,222,286
257,222,286,7
222,286,7,93
286,7,93,533
7,93,533,2978
93,533,2978,1821
533,2978,1821,271
2978,1821,271,5
1821,271,5,19
271,5,19,16
5,19,16,0
19,16,0,3940
16,0,3940,35
0,3940,35,4
3940,35,4,79
35,4,79,31
4,79,31,140
79,31,140,1966
31,140,1966,7
140,1966,7,0
1966,7,0,533
7,0,533,29
0,533,29,61
533,29,61,35
29,61,35,178
61,35,178,146
35,178,146,322
178,146,322,16
146,322,16,80
322,16,80,271
16,80,271,19
80,271,19,5
271,19,5,16
19,5,16,55
5,16,55,108
16,55,108,51
55,108,51,631
108,51,631,108
51,631,108,420
631,108,420,18
108,420,18,26
420,18,26,1
18,26,1,18
26,1,18,0
1,18,0,355
18,0,355,352
0,355,352,1671
355,352,1671,26
352,1671,26,13
1671,26,13,0
26,13,0,58
13,0,58,1
0,58,1,68
58,1,68,0
1,68,0,10093
68,0,10093,98
0,10093,98,0
10093,98,0,128
98,0,128,4
0,128,4,0
128,4,0,456
4,0,456,4
0,456,4,0
456,4,0,4494
4,0,4494,1190
0,4494,1190,15
4494,1190,15,207
1190,15,207,271
15,207,271,271
207,271,271,149
271,271,149,1561
271,149,1561,1800
149,1561,1800,12
1561,1800,12,175
1800,12,175,599
12,175,599,18
175,599,18,0
599,18,0,456
18,0,456,15
0,456,15,271
456,15,271,8
15,271,8,221
271,8,221,4643
8,221,4643,1190
221,4643,1190,77
4643,1190,77,43
1190,77,43,392
77,43,392,271
43,392,271,13
392,271,13,0
271,13,0,1190
13,0,1190,92
0,1190,92,23
1190,92,23,6
92,23,6,59
23,6,59,25
6,59,25,0
59,25,0,456
25,0,456,48
0,456,48,83
456,48,83,956
48,83,956,8
83,956,8,2055
956,8,2055,0
8,2055,0,964
2055,0,964,52
0,964,52,0
964,52,0,175
52,0,175,9585
0,175,9585,148
175,9585,148,956
9585,148,956,25
148,956,25,271
956,25,271,10351
25,271,10351,1895
271,10351,1895,956
10351,1895,956,8
1895,956,8,493
956,8,493,52
8,493,52,0
493,52,0,1684
52,0,1684,12
0,1684,12,5419
1684,12,5419,128
12,5419,128,323
5419,128,323,5
128,323,5,8729
323,5,8729,0
5,8729,0,110
8729,0,110,213
0,110,213,108
110,213,108,46
213,108,46,6143
108,46,6143,119
46,6143,119,161
6143,119,161,3137
119,161,3137,295
161,3137,295,9
3137,295,9,33
295,9,33,9
9,33,9,111
33,9,111,3
9,111,3,2941
111,3,2941,37
3,2941,37,956
2941,37,956,4462
37,956,4462,84
956,4462,84,5505
4462,84,5505,116
84,5505,116,75
5505,116,75,1
116,75,1,8
75,1,8,1470
1,8,1470,52
8,1470,52,0
1470,52,0,4748
52,0,4748,956
0,4748,956,9
4748,956,9,498
956,9,498,6
9,498,6,115
498,6,115,8
6,115,8,2055
115,8,2055,0
8,2055,0,964
2055,0,964,52
0,964,52,0
964,52,0,1240
52,0,1240,209
0,1240,209,1
1240,209,1,135
209,1,135,15
